text,emotion_names,emotions_emojis,true_explanations
jazbaat mein aana tab mehsoos hui jab kisi ne dil ki baat boli. umeed tab mehsoos hui jab naye moka mila.,"['jazbaat mein aana', 'umeed']","jazbaat mein aana 🥺, umeed 🌈","{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli', 'umeed': 'kyunke naye moka mila'}"
"Jab se interview tha, mein ghabrahat mehsoos kar raha hoon. Kal kisi ne baat ka bura manaya tha, aur mujhe gussa ka ehsaas hua.","['ghabrahat', 'gussa']","ghabrahat 😰, gussa 😠","{'ghabrahat': 'kyunke interview tha', 'gussa': 'kyunke kisi ne baat ka bura manaya'}"
jazbaat mein aana ka sabab yeh tha ke kisi ne dil ki baat boli. gussa ka sabab yeh tha ke kisi ne unfair treat kiya.,"['jazbaat mein aana', 'gussa']","jazbaat mein aana 🥺, gussa 😠","{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli', 'gussa': 'kyunke kisi ne unfair treat kiya'}"
"Kal mera result acha aaya tha, aur mujhe khushi ka ehsaas hua.",['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
"Kal kisi ne dil ki baat boli tha, aur mujhe jazbaat mein aana ka ehsaas hua.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}
"gham ka sabab yeh tha ke mera dost mujh se naraz hogaya. Jab se dost ne baat karna chhor diya, mein udaasi mehsoos kar raha hoon.","['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
"Mein akela mehsoos kar raha tha ke baare mein soch raha tha, is liye udaasi mehsoos hui. Pehli baar unexpected call aaya aur uss lamhe mein mujhe ghabrahat mehsoos hui.","['udaasi', 'ghabrahat']","udaasi 😞, ghabrahat 😰","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'ghabrahat': 'kyunke unexpected call aaya'}"
"Kal dil uski taraf khinchta hai tha, aur mujhe mohabbat ka ehsaas hua. koi reply nahi de raha tha ke baad mera dil bechaini se bhar gaya.","['mohabbat', 'bechaini']","mohabbat ❤️, bechaini 😟","{'mohabbat': 'kyunke dil uski taraf khinchta hai', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
"Mujhe lagta hai ke ghar ki yaad aayi, aur is wajah se udaasi ho rahi hai. Pehli baar koi reply nahi de raha tha aur uss lamhe mein mujhe bechaini mehsoos hui.","['udaasi', 'bechaini']","udaasi 😞, bechaini 😟","{'udaasi': 'kyunke ghar ki yaad aayi', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
"Mujhe lagta hai ke unexpected result aaya, aur is wajah se hairani ho rahi hai. dil se connect mehsoos hua ke baad mera dil mohabbat se bhar gaya.","['hairani', 'mohabbat']","hairani 😮, mohabbat ❤️","{'hairani': 'kyunke unexpected result aaya', 'mohabbat': 'kyunke dil se connect mehsoos hua'}"
"Mujhe lagta hai ke koi baar baar tang kar raha tha, aur is wajah se gussa ho rahi hai. jazbaat mein aana tab mehsoos hui jab film emotional thi.","['gussa', 'jazbaat mein aana']","gussa 😠, jazbaat mein aana 🥺","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'jazbaat mein aana': 'kyunke film emotional thi'}"
Waqt guzarta gaya aur news bohat different thi ki wajah se hairani badhti gayi.,['hairani'],hairani 😮,{'hairani': 'kyunke news bohat different thi'}
"Waqt guzarta gaya aur kisi apne ne dhoka diya ki wajah se gham badhti gayi. Mein kisi ne dil ki baat boli ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui.","['gham', 'jazbaat mein aana']","gham 😢, jazbaat mein aana 🥺","{'gham': 'kyunke kisi apne ne dhoka diya', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
"Kal dost ne baat karna chhor diya tha, aur mujhe udaasi ka ehsaas hua. umeed tab mehsoos hui jab sab theek hojayega.","['udaasi', 'umeed']","udaasi 😞, umeed 🌈","{'udaasi': 'kyunke dost ne baat karna chhor diya', 'umeed': 'kyunke sab theek hojayega'}"
"Aaj mein mein ne apna goal achieve kiya, is liye mein khushi mehsoos kar raha hoon. Aaj mein interview tha, is liye mein ghabrahat mehsoos kar raha hoon.","['khushi', 'ghabrahat']","khushi 😊, ghabrahat 😰","{'khushi': 'kyunke mein ne apna goal achieve kiya', 'ghabrahat': 'kyunke interview tha'}"
Pehli baar pet mar gaya aur uss lamhe mein mujhe gham mehsoos hui.,['gham'],gham 😢,{'gham': 'kyunke pet mar gaya'}
"Kal mujhe kuch samaj nahi aa raha tha tha, aur mujhe bechaini ka ehsaas hua. Kal unexpected call aaya tha, aur mujhe ghabrahat ka ehsaas hua.","['bechaini', 'ghabrahat']","bechaini 😟, ghabrahat 😰","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'ghabrahat': 'kyunke unexpected call aaya'}"
Pehli baar interview tha aur uss lamhe mein mujhe ghabrahat mehsoos hui.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke interview tha'}
"Jab se result ka intezar tha, mein ghabrahat mehsoos kar raha hoon. Mujhe lagta hai ke kisi ne baat ka bura manaya, aur is wajah se gussa ho rahi hai.","['ghabrahat', 'gussa']","ghabrahat 😰, gussa 😠","{'ghabrahat': 'kyunke result ka intezar tha', 'gussa': 'kyunke kisi ne baat ka bura manaya'}"
udaasi tab mehsoos hui jab dost ne baat karna chhor diya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"umeed tab mehsoos hui jab mehnat ki hai. Mein naye logon se milna tha ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.","['umeed', 'ghabrahat']","umeed 🌈, ghabrahat 😰","{'umeed': 'kyunke mehnat ki hai', 'ghabrahat': 'kyunke naye logon se milna tha'}"
khushi tab mehsoos hui jab mein ne apna goal achieve kiya.,['khushi'],khushi 😊,{'khushi': 'kyunke mein ne apna goal achieve kiya'}
umeed tab mehsoos hui jab support system strong hai.,['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
"Kal kisi ne pyar bhari baat ki tha, aur mujhe mohabbat ka ehsaas hua.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}
"Mein naye moka mila ke baare mein soch raha tha, is liye umeed mehsoos hui.",['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"Kal purani diary mili tha, aur mujhe jazbaat mein aana ka ehsaas hua. Pehli baar network baar baar ja raha tha aur uss lamhe mein mujhe gussa mehsoos hui.","['jazbaat mein aana', 'gussa']","jazbaat mein aana 🥺, gussa 😠","{'jazbaat mein aana': 'kyunke purani diary mili', 'gussa': 'kyunke network baar baar ja raha tha'}"
"Aaj mein kisi apne ne dhoka diya, is liye mein gham mehsoos kar raha hoon.",['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
"Kal yaadein satane lagi tha, aur mujhe udaasi ka ehsaas hua. Pehli baar film emotional thi aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.","['udaasi', 'jazbaat mein aana']","udaasi 😞, jazbaat mein aana 🥺","{'udaasi': 'kyunke yaadein satane lagi', 'jazbaat mein aana': 'kyunke film emotional thi'}"
"Jab se meri dost se mulaqat hui, mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
"Mein support system strong hai ke baare mein soch raha tha, is liye umeed mehsoos hui.",['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
"Kal meri dost se mulaqat hui tha, aur mujhe khushi ka ehsaas hua. raat bhar neend nahi aayi ke baad mera dil bechaini se bhar gaya.","['khushi', 'bechaini']","khushi 😊, bechaini 😟","{'khushi': 'kyunke meri dost se mulaqat hui', 'bechaini': 'kyunke raat bhar neend nahi aayi'}"
"gussa ka sabab yeh tha ke kisi ne baat ka bura manaya. Kal pet mar gaya tha, aur mujhe gham ka ehsaas hua.","['gussa', 'gham']","gussa 😠, gham 😢","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'gham': 'kyunke pet mar gaya'}"
"Mein interview cancel hogaya ke baare mein soch raha tha, is liye bechaini mehsoos hui.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
"Mujhe lagta hai ke akela mehsoos kar raha tha, aur is wajah se udaasi ho rahi hai. mohabbat ka sabab yeh tha ke kisi ne pyar bhari baat ki.","['udaasi', 'mohabbat']","udaasi 😞, mohabbat ❤️","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
Waqt guzarta gaya aur result ka intezar tha ki wajah se ghabrahat badhti gayi. mohabbat ka sabab yeh tha ke woh har baat samajh leti hai.,"['ghabrahat', 'mohabbat']","ghabrahat 😰, mohabbat ❤️","{'ghabrahat': 'kyunke result ka intezar tha', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
Waqt guzarta gaya aur mujhe kuch samaj nahi aa raha tha ki wajah se bechaini badhti gayi. khushi tab mehsoos hui jab mein ne apna goal achieve kiya.,"['bechaini', 'khushi']","bechaini 😟, khushi 😊","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'khushi': 'kyunke mein ne apna goal achieve kiya'}"
Waqt guzarta gaya aur mehnat ki hai ki wajah se umeed badhti gayi.,['umeed'],umeed 🌈,{'umeed': 'kyunke mehnat ki hai'}
Pehli baar akela mehsoos kar raha tha aur uss lamhe mein mujhe udaasi mehsoos hui.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha tha'}
"Mein kisi ne bura kaha ke baare mein soch raha tha, is liye gham mehsoos hui.",['gham'],gham 😢,{'gham': 'kyunke kisi ne bura kaha'}
"Aaj mein dil se connect mehsoos hua, is liye mein mohabbat mehsoos kar raha hoon. gham tab mehsoos hui jab mera dost mujh se naraz hogaya.","['mohabbat', 'gham']","mohabbat ❤️, gham 😢","{'mohabbat': 'kyunke dil se connect mehsoos hua', 'gham': 'kyunke mera dost mujh se naraz hogaya'}"
"Jab se old memories yaad aayi, mein jazbaat mein aana mehsoos kar raha hoon.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke old memories yaad aayi'}
"Kal kisi apne ne dhoka diya tha, aur mujhe gham ka ehsaas hua.",['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
"Mein dil se connect mehsoos hua ke baare mein soch raha tha, is liye mohabbat mehsoos hui.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil se connect mehsoos hua'}
Pehli baar support system strong hai aur uss lamhe mein mujhe umeed mehsoos hui. woh har baat samajh leti hai ke baad mera dil mohabbat se bhar gaya.,"['umeed', 'mohabbat']","umeed 🌈, mohabbat ❤️","{'umeed': 'kyunke support system strong hai', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
jazbaat mein aana tab mehsoos hui jab kisi ne dil ki baat boli. Waqt guzarta gaya aur uski aankhon mein kuch baat thi ki wajah se mohabbat badhti gayi.,"['jazbaat mein aana', 'mohabbat']","jazbaat mein aana 🥺, mohabbat ❤️","{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli', 'mohabbat': 'kyunke uski aankhon mein kuch baat thi'}"
jazbaat mein aana ka sabab yeh tha ke kisi ne dil ki baat boli. bechaini ka sabab yeh tha ke raat bhar neend nahi aayi.,"['jazbaat mein aana', 'bechaini']","jazbaat mein aana 🥺, bechaini 😟","{'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli', 'bechaini': 'kyunke raat bhar neend nahi aayi'}"
Waqt guzarta gaya aur dil se connect mehsoos hua ki wajah se mohabbat badhti gayi.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil se connect mehsoos hua'}
umeed tab mehsoos hui jab hardwork ka phal milne wala hai.,['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
gussa ka sabab yeh tha ke traffic bohat tha.,['gussa'],gussa 😠,{'gussa': 'kyunke traffic bohat tha'}
"Mujhe lagta hai ke meri dost se mulaqat hui, aur is wajah se khushi ho rahi hai. Aaj mein presentation deni thi, is liye mein ghabrahat mehsoos kar raha hoon.","['khushi', 'ghabrahat']","khushi 😊, ghabrahat 😰","{'khushi': 'kyunke meri dost se mulaqat hui', 'ghabrahat': 'kyunke presentation deni thi'}"
"Mein mera result acha aaya ke baare mein soch raha tha, is liye khushi mehsoos hui. acha response mila ke baad mera dil umeed se bhar gaya.","['khushi', 'umeed']","khushi 😊, umeed 🌈","{'khushi': 'kyunke mera result acha aaya', 'umeed': 'kyunke acha response mila'}"
gham ka sabab yeh tha ke kisi ne bura kaha.,['gham'],gham 😢,{'gham': 'kyunke kisi ne bura kaha'}
gussa ka sabab yeh tha ke kisi ne baat ka bura manaya.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne baat ka bura manaya'}
Pehli baar woh har baat samajh leti hai aur uss lamhe mein mujhe mohabbat mehsoos hui. mujhe kuch samaj nahi aa raha tha ke baad mera dil bechaini se bhar gaya.,"['mohabbat', 'bechaini']","mohabbat ❤️, bechaini 😟","{'mohabbat': 'kyunke woh har baat samajh leti hai', 'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha'}"
Waqt guzarta gaya aur dost ne baat karna chhor diya ki wajah se udaasi badhti gayi.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"bechaini tab mehsoos hui jab raat bhar neend nahi aayi. Mein mera phone kho gaya ke baare mein soch raha tha, is liye gham mehsoos hui.","['bechaini', 'gham']","bechaini 😟, gham 😢","{'bechaini': 'kyunke raat bhar neend nahi aayi', 'gham': 'kyunke mera phone kho gaya'}"
"Aaj mein mera dost mujh se naraz hogaya, is liye mein gham mehsoos kar raha hoon.",['gham'],gham 😢,{'gham': 'kyunke mera dost mujh se naraz hogaya'}
ghar ki yaad aayi ke baad mera dil udaasi se bhar gaya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke ghar ki yaad aayi'}
old memories yaad aayi ke baad mera dil jazbaat mein aana se bhar gaya. Pehli baar raat bhar kuch ajeeb sapne aaye aur uss lamhe mein mujhe bechaini mehsoos hui.,"['jazbaat mein aana', 'bechaini']","jazbaat mein aana 🥺, bechaini 😟","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
"Aaj mein support system strong hai, is liye mein umeed mehsoos kar raha hoon. Mein raat bhar neend nahi aayi ke baare mein soch raha tha, is liye bechaini mehsoos hui.","['umeed', 'bechaini']","umeed 🌈, bechaini 😟","{'umeed': 'kyunke support system strong hai', 'bechaini': 'kyunke raat bhar neend nahi aayi'}"
mohabbat ka sabab yeh tha ke uski aankhon mein kuch baat thi. bechaini ka sabab yeh tha ke raat bhar kuch ajeeb sapne aaye.,"['mohabbat', 'bechaini']","mohabbat ❤️, bechaini 😟","{'mohabbat': 'kyunke uski aankhon mein kuch baat thi', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
"Waqt guzarta gaya aur raat bhar kuch ajeeb sapne aaye ki wajah se bechaini badhti gayi. Jab se meri dost se mulaqat hui, mein khushi mehsoos kar raha hoon.","['bechaini', 'khushi']","bechaini 😟, khushi 😊","{'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye', 'khushi': 'kyunke meri dost se mulaqat hui'}"
udaasi tab mehsoos hui jab akela mehsoos kar raha tha.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha tha'}
"Mujhe lagta hai ke meri dost se mulaqat hui, aur is wajah se khushi ho rahi hai.",['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
"Jab se kisi ne jhoot bola, mein gussa mehsoos kar raha hoon. Waqt guzarta gaya aur mera naam announce hua ki wajah se hairani badhti gayi.","['gussa', 'hairani']","gussa 😠, hairani 😮","{'gussa': 'kyunke kisi ne jhoot bola', 'hairani': 'kyunke mera naam announce hua'}"
Pehli baar naye logon se milna tha aur uss lamhe mein mujhe ghabrahat mehsoos hui.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke naye logon se milna tha'}
"Kal kisi ne bura kaha tha, aur mujhe gham ka ehsaas hua.",['gham'],gham 😢,{'gham': 'kyunke kisi ne bura kaha'}
"Mujhe lagta hai ke best friend ne city chhor di, aur is wajah se gham ho rahi hai. Waqt guzarta gaya aur kisi ne dil ki baat boli ki wajah se jazbaat mein aana badhti gayi.","['gham', 'jazbaat mein aana']","gham 😢, jazbaat mein aana 🥺","{'gham': 'kyunke best friend ne city chhor di', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
"Aaj mein mehnat ki hai, is liye mein umeed mehsoos kar raha hoon. mohabbat ka sabab yeh tha ke uski aankhon mein kuch baat thi.","['umeed', 'mohabbat']","umeed 🌈, mohabbat ❤️","{'umeed': 'kyunke mehnat ki hai', 'mohabbat': 'kyunke uski aankhon mein kuch baat thi'}"
"Pehli baar sab theek hojayega aur uss lamhe mein mujhe umeed mehsoos hui. Aaj mein kisi ne propose kiya, is liye mein hairani mehsoos kar raha hoon.","['umeed', 'hairani']","umeed 🌈, hairani 😮","{'umeed': 'kyunke sab theek hojayega', 'hairani': 'kyunke kisi ne propose kiya'}"
gussa ka sabab yeh tha ke koi baar baar tang kar raha tha. Waqt guzarta gaya aur mujhe promotion mil gaya ki wajah se khushi badhti gayi.,"['gussa', 'khushi']","gussa 😠, khushi 😊","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'khushi': 'kyunke mujhe promotion mil gaya'}"
dost ne baat karna chhor diya ke baad mera dil udaasi se bhar gaya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"Kal kisi ne jhoot bola tha, aur mujhe gussa ka ehsaas hua.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
Pehli baar film emotional thi aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui. Pehli baar presentation deni thi aur uss lamhe mein mujhe ghabrahat mehsoos hui.,"['jazbaat mein aana', 'ghabrahat']","jazbaat mein aana 🥺, ghabrahat 😰","{'jazbaat mein aana': 'kyunke film emotional thi', 'ghabrahat': 'kyunke presentation deni thi'}"
gham ka sabab yeh tha ke mera dost mujh se naraz hogaya.,['gham'],gham 😢,{'gham': 'kyunke mera dost mujh se naraz hogaya'}
"Kal kisi ne baat ka bura manaya tha, aur mujhe gussa ka ehsaas hua. Waqt guzarta gaya aur koi reply nahi de raha tha ki wajah se bechaini badhti gayi.","['gussa', 'bechaini']","gussa 😠, bechaini 😟","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
"Kal mera dost mujh se naraz hogaya tha, aur mujhe gham ka ehsaas hua. Kal hardwork ka phal milne wala hai tha, aur mujhe umeed ka ehsaas hua.","['gham', 'umeed']","gham 😢, umeed 🌈","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'umeed': 'kyunke hardwork ka phal milne wala hai'}"
mohabbat ka sabab yeh tha ke dil uski taraf khinchta hai.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
"Jab se kisi ne dil se baat ki, mein jazbaat mein aana mehsoos kar raha hoon.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}
hairani ka sabab yeh tha ke dost ne achanak gift diya.,['hairani'],hairani 😮,{'hairani': 'kyunke dost ne achanak gift diya'}
"udaasi ka sabab yeh tha ke akela mehsoos kar raha tha. Jab se kisi ka reply nahi aaya, mein bechaini mehsoos kar raha hoon.","['udaasi', 'bechaini']","udaasi 😞, bechaini 😟","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'bechaini': 'kyunke kisi ka reply nahi aaya'}"
kisi ne jhoot bola ke baad mera dil gussa se bhar gaya.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
"Mujhe lagta hai ke emotional gana suna, aur is wajah se jazbaat mein aana ho rahi hai.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke emotional gana suna'}
old memories yaad aayi ke baad mera dil jazbaat mein aana se bhar gaya.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke old memories yaad aayi'}
Pehli baar paper mushkil tha aur uss lamhe mein mujhe ghabrahat mehsoos hui. hairani tab mehsoos hui jab dost ne achanak gift diya.,"['ghabrahat', 'hairani']","ghabrahat 😰, hairani 😮","{'ghabrahat': 'kyunke paper mushkil tha', 'hairani': 'kyunke dost ne achanak gift diya'}"
"Mujhe lagta hai ke kisi ne pyar bhari baat ki, aur is wajah se mohabbat ho rahi hai.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}
jazbaat mein aana tab mehsoos hui jab old memories yaad aayi. Waqt guzarta gaya aur mera phone kho gaya ki wajah se gham badhti gayi.,"['jazbaat mein aana', 'gham']","jazbaat mein aana 🥺, gham 😢","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'gham': 'kyunke mera phone kho gaya'}"
"Kal meri dost se mulaqat hui tha, aur mujhe khushi ka ehsaas hua.",['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
"Pehli baar result ka intezar tha aur uss lamhe mein mujhe ghabrahat mehsoos hui. Aaj mein sab theek hojayega, is liye mein umeed mehsoos kar raha hoon.","['ghabrahat', 'umeed']","ghabrahat 😰, umeed 🌈","{'ghabrahat': 'kyunke result ka intezar tha', 'umeed': 'kyunke sab theek hojayega'}"
"Aaj mein mujhe promotion mil gaya, is liye mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke mujhe promotion mil gaya'}
"Aaj mein unexpected result aaya, is liye mein hairani mehsoos kar raha hoon.",['hairani'],hairani 😮,{'hairani': 'kyunke unexpected result aaya'}
"gham tab mehsoos hui jab mera dost mujh se naraz hogaya. Mein yaadein satane lagi ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'udaasi': 'kyunke yaadein satane lagi'}"
"Mujhe lagta hai ke birthday par sab ne wish kiya, aur is wajah se khushi ho rahi hai. Jab se dost ne achanak gift diya, mein hairani mehsoos kar raha hoon.","['khushi', 'hairani']","khushi 😊, hairani 😮","{'khushi': 'kyunke birthday par sab ne wish kiya', 'hairani': 'kyunke dost ne achanak gift diya'}"
"Mein hardwork ka phal milne wala hai ke baare mein soch raha tha, is liye umeed mehsoos hui.",['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
"Mujhe lagta hai ke akela mehsoos kar raha hoon, aur is wajah se udaasi ho rahi hai.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha hoon'}
"Mujhe lagta hai ke best friend ne city chhor di, aur is wajah se gham ho rahi hai.",['gham'],gham 😢,{'gham': 'kyunke best friend ne city chhor di'}
Pehli baar support system strong hai aur uss lamhe mein mujhe umeed mehsoos hui.,['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
"kisi ne propose kiya ke baad mera dil hairani se bhar gaya. Aaj mein kisi ne pyar bhari baat ki, is liye mein mohabbat mehsoos kar raha hoon.","['hairani', 'mohabbat']","hairani 😮, mohabbat ❤️","{'hairani': 'kyunke kisi ne propose kiya', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
Waqt guzarta gaya aur ghar ki yaad aayi ki wajah se udaasi badhti gayi.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke ghar ki yaad aayi'}
"Jab se dost achanak mil gaya, mein hairani mehsoos kar raha hoon.",['hairani'],hairani 😮,{'hairani': 'kyunke dost achanak mil gaya'}
Pehli baar paper mushkil tha aur uss lamhe mein mujhe ghabrahat mehsoos hui. dost ne achanak gift diya ke baad mera dil hairani se bhar gaya.,"['ghabrahat', 'hairani']","ghabrahat 😰, hairani 😮","{'ghabrahat': 'kyunke paper mushkil tha', 'hairani': 'kyunke dost ne achanak gift diya'}"
"Kal kisi ne baat ka bura manaya tha, aur mujhe gussa ka ehsaas hua. Jab se film emotional thi, mein jazbaat mein aana mehsoos kar raha hoon.","['gussa', 'jazbaat mein aana']","gussa 😠, jazbaat mein aana 🥺","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'jazbaat mein aana': 'kyunke film emotional thi'}"
"Kal dil uski taraf khinchta hai tha, aur mujhe mohabbat ka ehsaas hua.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
"Jab se mehnat ki hai, mein umeed mehsoos kar raha hoon.",['umeed'],umeed 🌈,{'umeed': 'kyunke mehnat ki hai'}
"Aaj mein result ka intezar tha, is liye mein ghabrahat mehsoos kar raha hoon. Mujhe lagta hai ke dost ne baat karna chhor diya, aur is wajah se udaasi ho rahi hai.","['ghabrahat', 'udaasi']","ghabrahat 😰, udaasi 😞","{'ghabrahat': 'kyunke result ka intezar tha', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
kisi apne ne dhoka diya ke baad mera dil gham se bhar gaya. udaasi ka sabab yeh tha ke dost ne baat karna chhor diya.,"['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke kisi apne ne dhoka diya', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
"Jab se old memories yaad aayi, mein jazbaat mein aana mehsoos kar raha hoon. Waqt guzarta gaya aur dil uski taraf khinchta hai ki wajah se mohabbat badhti gayi.","['jazbaat mein aana', 'mohabbat']","jazbaat mein aana 🥺, mohabbat ❤️","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'mohabbat': 'kyunke dil uski taraf khinchta hai'}"
"Pehli baar paper mushkil tha aur uss lamhe mein mujhe ghabrahat mehsoos hui. Jab se film emotional thi, mein jazbaat mein aana mehsoos kar raha hoon.","['ghabrahat', 'jazbaat mein aana']","ghabrahat 😰, jazbaat mein aana 🥺","{'ghabrahat': 'kyunke paper mushkil tha', 'jazbaat mein aana': 'kyunke film emotional thi'}"
ghabrahat tab mehsoos hui jab naye logon se milna tha. bechaini ka sabab yeh tha ke raat bhar kuch ajeeb sapne aaye.,"['ghabrahat', 'bechaini']","ghabrahat 😰, bechaini 😟","{'ghabrahat': 'kyunke naye logon se milna tha', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
"Mujhe lagta hai ke film emotional thi, aur is wajah se jazbaat mein aana ho rahi hai. Aaj mein traffic bohat tha, is liye mein gussa mehsoos kar raha hoon.","['jazbaat mein aana', 'gussa']","jazbaat mein aana 🥺, gussa 😠","{'jazbaat mein aana': 'kyunke film emotional thi', 'gussa': 'kyunke traffic bohat tha'}"
"Pehli baar naye moka mila aur uss lamhe mein mujhe umeed mehsoos hui. Aaj mein koi reply nahi de raha tha, is liye mein bechaini mehsoos kar raha hoon.","['umeed', 'bechaini']","umeed 🌈, bechaini 😟","{'umeed': 'kyunke naye moka mila', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
bechaini ka sabab yeh tha ke kisi ka reply nahi aaya.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
mohabbat tab mehsoos hui jab woh muskurayi.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh muskurayi'}
purani diary mili ke baad mera dil jazbaat mein aana se bhar gaya.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
